,AZ,CA,CO,ID,NM,NV,OR,UT,WA,MT,WY
2050-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 07:00:00,0.0,0.0,0.0,0.0,0.032498394,0.0,0.0,0.0,0.0,0,0
2050-01-17 08:00:00,60.59601530570001,28.5522601007,0.0,0.0,6.456653559799999,0.0,0.0,30.594124640000004,0.0,0,0
2050-01-17 09:00:00,122.5794203403,98.5854299982,0.0,0.0,10.0610710932,263.56109395455735,0.0,86.16166288000001,0.0,0,0
2050-01-17 10:00:00,155.411376246,141.41041213350002,0.0,0.0,12.3789695535,496.46228725277206,0.0,113.79428927999999,0.0,0,0
2050-01-17 11:00:00,183.8964991395,166.4691757285,0.0,0.0,13.607051429399998,336.1031818915841,0.0,130.14933872,0.004426088,0,0
2050-01-17 12:00:00,191.5655873005,177.63510865220002,0.0,0.0,13.806442971300001,397.6161318673707,0.0,137.00921856000002,0.0014494445,0,0
2050-01-17 13:00:00,186.766352864,175.0367943413,0.0,0.0,13.0894441586,340.7086167493748,0.0,133.67198896,0.0001454445,0,0
2050-01-17 14:00:00,166.0706515412,160.9350361393,0.0,0.0,11.360583811599998,282.3781133276199,0.0,119.91820000000001,0.0004771255,0,0
2050-01-17 15:00:00,132.20209700110001,135.34937711709998,0.0,0.0,8.553372528499999,259.97817013079356,0.0,96.21535632000001,0.0087513535,0,0
2050-01-17 16:00:00,79.62611720209999,93.68714081409999,0.0,0.0,3.7422626187000003,314.70673126714024,0.0,53.71270752,0.0063261955,0,0
2050-01-17 17:00:00,0.0,16.6838918706,0.0,0.0,0.0,10.738473477727217,0.0,0.0,0.0,0,0
2050-01-17 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
