,6008+1,6008+2,6008+3,58574+01,7307+6,56090+D190,60421+WHR1,55210+0001,55210+0002,56496+3701,58523+STL2,371+2,57703+01A,57703+01B,57703+01C,117+C4-1COMBINED,147+KY7COMBINED,8068+ST6ACOMBINED,55129+CTG1COMBINED,55306+CTG7COMBINED,10682+GT4COMBINED,55200+UN5COMBINED,55835+CTG1COMBINED,469+5COMBINED,6112+1COMBINED,57028+GTGCOMBINED,55179+CTG1COMBINED,2336+5COMBINED,2336+10COMBINED,55322+CTG1COMBINED,55077+ED01COMBINED,55112+CT01COMBINED,55748+CAG5COMBINED,10156+GEN4COMBINED,260+CT1ACOMBINED,55970+1COMBINED,404+4COMBINED,55333+CTG1COMBINED,10213+GEN7COMBINED,56102+CT1ACOMBINED,56102+ST1COMBINED,56177+GT1COMBINED,54761+GEN1COMBINED,7350+1COMBINED,55328+CTG1COMBINED,54950+CTG1COMBINED,7931+1COMBINED,56227+1COMBINED,58503+GEN1COMBINED,55977+CTG1COMBINED,55343+CTG1COMBINED,55482+G1COMBINED,55700+1STGCOMBINED,55662+CACOMBINED,7999+CT1COMBINED,54238+BIOMS1COMBINED,57696+1COMBINED,60918+00003COMBINED,50119+GENACOMBINED,56090+D182COMBINED,58130+BMB NCOMBINED,58382+GEN1COMBINED,104+1COMBINED,60441+SSPCCOMBINED,58899+GEN-2COMBINED,60016+ACOMBINED,61269+1,61270+1,61271+1,61272+1,61273+1,61274+1,61275+1,61276+1,61277+1,61278+1,61279+1,61280+1,61281+1,61282+1,61283+1,61284+1,61285+1,61286+1,61287+1,61288+1,61289+1,61290+1,61291+1,61292+1,61293+1,61294+1,61295+1,61296+1,61297+1,61298+1,61299+1,61300+1,61301+1,61302+1,61303+1,61304+1,61305+1,61306+1,61307+1,61308+1,61309+1,61310+1,61311+1,61312+1,61313+1,61314+1,61315+1,61316+1,61317+1,61318+1,61319+1,61320+1,61321+1,61322+1,61323+1,61324+1,61325+1,61326+1,61327+1,61328+1,61329+1,61330+1,61331+1,61332+1,61333+1,61334+1,61335+1,61336+1,61337+1,61338+1,61339+1,61340+1,61341+1,61342+1,61343+1,61344+1,61345+1,61354+1,61505+1,58106+MCPC,57192+WTG,61487+1,61475+1,61556+1,59965+LTIGO,59494+WSW,61384+1,61537+1,57530+1,8902+A9,7373+1,851+3,6532+2,50179+GEN2,6459+3,6405+3,50362+GEN1,7789+3,6409+2,917+1
2050-01-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.461080000000001,0.00013,0.00043555555555555557,0.5407200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40543,0.0013000000000000002,0.0008500000000000001,0.8289000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34978,0.0013000000000000002,0.0013000000000000002,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04224247689775,0.0013000000000000002,0.0013000000000000002,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04224247689775,0.0013000000000000002,0.0013000000000000002,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04224247689775,0.0013000000000000002,0.0013000000000000002,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.934728804032522,0.0013000000000000002,0.0013000000000000002,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.297839915143634,0.0013000000000000002,0.0008888888888888889,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.660951026254744,0.0,0.0,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-01-17 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.556850000000001,0.0,0.0,1.11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
