,AZ,CA,CO,ID,NM,NV,OR,UT,WA,MT,WY
2050-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 08:00:00,62.5363601653,25.564840924800002,0.0,0.0,6.450842678999999,0.0,0.0,24.20965648,0.0,0,0
2050-01-01 09:00:00,130.4712149244,90.30608307130001,0.0,0.0,9.8806787984,27.076871664383535,0.0,78.59828976,0.004771695,0,0
2050-01-01 10:00:00,162.2372741402,128.5106232442,0.0,0.0,11.860621059900001,10.229754760949815,0.0,102.63701920000001,0.014651139,0,0
2050-01-01 11:00:00,186.24629366,163.31375004859999,0.0,0.0,12.897144412100001,201.40008336514538,0.0,114.44284703999999,0.032701654,0,0
2050-01-01 12:00:00,191.7218560474,173.2646329676,0.0,0.0,11.2234447029,606.3762446702227,0.0,119.74130352,0.0886664375,0,0
2050-01-01 13:00:00,183.8162706793,170.0565747288,0.0,0.0,10.115567213799999,604.124681984969,0.0,116.04539248,0.0438249715,0,0
2050-01-01 14:00:00,162.2744898348,154.6092274968,0.0,0.0,9.688343818,559.0228548934963,0.0,103.44844911999999,0.0298789985,0,0
2050-01-01 15:00:00,126.0558371968,126.65137714880001,0.0,0.0,7.6690690213999995,457.72963579023417,0.0,81.4987608,0.015599557,0,0
2050-01-01 16:00:00,68.0768239081,78.8289898932,0.0,0.0,2.2532252721,232.32065000220385,0.0,33.07626432,0.007858396,0,0
2050-01-01 17:00:00,0.0,2.1989244968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2050-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
